(train,1464739200000,1055.896281151586)
(train,1464739200000,582.1081142359536)
(train,1464739200000,2030.037229420113)
(train,1464739200000,1570.351181213207)
(train,1464739200000,2612.897852448626)
(train,1464739200000,3618.6008458137694)
(train,1464739200000,3093.0320580000152)
(train,1464739200000,4099.237654608359)
(train,1464739200000,5049.0479788023285)
(train,1464739200000,6155.988480658578)
(train,1464739200000,4528.803516862167)
(train,1464739200000,5670.307802860245)
(train,1464739200000,7135.0975162712175)
(train,1464739200000,6685.016349928765)
(train,1464739200000,8231.07130168216)
(train,1464739200000,7665.726013848156)
(train,1464739200000,8834.59666654857)
(train,1464739200000,9381.636109485393)
(train,1464739200000,9882.482614899209)
(train,1464739200000,10416.819720158774)
(train,1464739200000,11401.130569573843)
(train,1464739200000,10964.71673301353)
(train,1464739200000,12478.783280162465)
(train,1464739200000,12005.7442176845)
(train,1464782400000,1780.864509282623)
(train,1464782400000,3306.6813098759894)
(train,1464782400000,4921.4343183887595)
(train,1464782400000,6363.600511955927)
(train,1464782400000,8173.112658764379)
(train,1464782400000,9634.43706187762)
(train,1464782400000,11176.955308887556)
(train,1464782400000,14394.424033820462)
(train,1464782400000,12943.585283329438)
(train,1464782400000,16006.203194797139)
(train,1464782400000,17664.122744774424)
(train,1464782400000,19011.85217741556)
(train,1464782400000,20841.85632619826)
(train,1464782400000,22401.580008274672)
(train,1464782400000,24407.762476214884)
(train,1464782400000,26244.654778936452)
(train,1464782400000,28132.802548568034)
(train,1464782400000,29688.697286071227)
(train,1464782400000,31345.939499074924)
(train,1464782400000,32949.30989538697)
(train,1464825600000,2553.181958219709)
(train,1464825600000,4680.06523980497)
(train,1464782400000,36530.48074312786)
(train,1464782400000,34824.902087078495)
(train,1464825600000,6961.1365437851155)
(train,1464825600000,8950.342715678671)
(train,1464782400000,38310.83770850851)
(train,1464782400000,39761.87665202916)
(train,1464825600000,13565.499716956609)
(train,1464825600000,11512.937825006986)
(train,1464825600000,15677.150706295779)
(train,1464825600000,17981.229647923683)
(train,1464825600000,20475.90520252921)
(train,1464825600000,22665.37828689148)
(train,1464825600000,25006.504174707734)
(train,1464825600000,26930.887640380464)
(train,1464825600000,29455.546522385677)
(train,1464825600000,31610.837031551666)
(train,1464825600000,34279.45455215621)
(train,1464825600000,36447.92132953133)
(train,1464825600000,39246.89521123639)
(train,1464825600000,41821.36245985665)
(train,1464825600000,46435.659443957484)
(train,1464825600000,44062.373862541506)
(train,1464825600000,48858.986225011475)
(train,1464825600000,51483.07519736038)
(train,1464825600000,54032.17745629198)
(train,1464825600000,56066.89446122381)
(train,1464868800000,8509.921373445895)
(train,1464868800000,4624.164703993337)
(train,1464868800000,16300.738240971661)
(train,1464868800000,12658.237409739026)
(train,1464868800000,20564.095967250996)
(train,1464868800000,24344.07888643722)
(train,1464868800000,29004.63125931473)
(train,1464868800000,32764.515520369532)
(train,1464868800000,40623.54173305313)
(train,1464868800000,37094.10260814256)
(train,1464868800000,50078.90367136442)
(train,1464868800000,45520.323849173896)
(train,1464868800000,54732.348580504775)
(train,1464868800000,58623.533967359945)
(train,1464868800000,66974.85760103751)
(train,1464868800000,63066.18665965321)
(train,1464868800000,71680.8178417701)
(train,1464868800000,75556.1230317027)
(train,1464912000000,5254.2591042560525)
(train,1464912000000,14359.314380771488)
(train,1464912000000,9682.412552575122)
(train,1464912000000,18508.541550234877)
(train,1464868800000,84019.39396264947)
(train,1464868800000,79827.12779173246)
(train,1464868800000,88770.56212837584)
(train,1464868800000,93066.28724108564)
(train,1464912000000,23743.833951180004)
(train,1464912000000,28012.365453677383)
(train,1464868800000,101358.24668640924)
(train,1464868800000,97654.88533977242)
(train,1464912000000,32863.632591586604)
(train,1464912000000,37167.0480098359)
(train,1464912000000,42121.131535462206)
(train,1464912000000,46137.419667079565)
(train,1464912000000,51630.63052043993)
(train,1464912000000,56772.93448844906)
(train,1464912000000,62054.919344070324)
(train,1464912000000,66508.7122683864)
(train,1464912000000,71598.90153222215)
(train,1464912000000,76089.96231075037)
(train,1464912000000,81443.46460162045)
(train,1464912000000,85836.48978131117)
(train,1464912000000,95542.08322105436)
(train,1464912000000,90729.31013656587)
(train,1464912000000,100856.63905388792)
(train,1464912000000,105794.48939588084)
(train,1464912000000,110956.94744498363)
(train,1464912000000,115177.19959717043)
(train,1464955200000,11924.80958851604)
(train,1464955200000,6405.287002384729)
(train,1464955200000,17792.986155592876)
(train,1464955200000,23025.662772986634)
(train,1464955200000,29458.727332790622)
(train,1464955200000,34738.266482624604)
(train,1464955200000,40754.14658864313)
(train,1464955200000,46101.94451513992)
(train,1464955200000,52226.81283304549)
(train,1464955200000,57314.89257142652)
(train,1464998400000,7055.273734144115)
(train,1464998400000,13151.087825667651)
(train,1464998400000,19613.22542964083)
(train,1464998400000,25412.510429302067)
(train,1464955200000,70338.64540740685)
(train,1464955200000,63987.866950255935)
(train,1464955200000,76763.73207841667)
(train,1464955200000,82298.7404345399)
(train,1464955200000,88577.05993140528)
(train,1464955200000,94181.31862453229)
(train,1464955200000,100760.49784809611)
(train,1464955200000,106216.95896666999)
(train,1464955200000,118303.33698458993)
(train,1464955200000,112306.22100433335)
(train,1464998400000,38332.74619338975)
(train,1464998400000,32484.726264342957)
(train,1464998400000,44963.52513308969)
(train,1464998400000,50889.92059319519)
(train,1464955200000,124791.0942344668)
(train,1464955200000,130895.07503325037)
(train,1464955200000,137168.0766570977)
(train,1464955200000,142363.07645218127)
(train,1464998400000,57650.2559739448)
(train,1464998400000,63266.753555952484)
(train,1464998400000,70611.70234678614)
(train,1464998400000,77590.2044923256)
(train,1464998400000,90783.95924039764)
(train,1464998400000,84666.01777925776)
(train,1464998400000,104089.56786559414)
(train,1464998400000,98091.08334477004)
(train,1464998400000,117209.13527130226)
(train,1464998400000,110259.16025409313)
(train,1465041600000,8106.672957772345)
(train,1465041600000,15121.725027671213)
(train,1465041600000,22568.41699500759)
(train,1465041600000,29257.56304249228)
(train,1464998400000,123906.12560499561)
(train,1464998400000,130516.32864836442)
(train,1464998400000,137635.9441598085)
(train,1464998400000,144371.02916223858)
(train,1464998400000,151299.193140744)
(train,1464998400000,157087.6692914295)
(train,1465041600000,37350.0499031538)
(train,1465041600000,44118.161298475265)
(train,1465041600000,51736.68156726737)
